stretch.v || Body_movement
donor.n || Giving
fine.a || Desirability
parboil.v || Apply_heat
click.v || Cause_impact
boater.n || Accoutrements
prowl.v || Self_motion
evacuate.v || Removing
souse.v || Cause_to_be_wet
horrible.a || Social_interaction_evaluation
kilt.n || Clothing
condense.v || Change_of_phase
surprised.a || Just_found_out
demand.n || Request
take off.v || Undressing
exclamation.n || Statement
perpetual.a || Duration_attribute
relinquish.v || Surrendering_possession
change.v || Cause_change
squash.v || Cause_harm
stink.v || Appearance
fling.v || Cause_motion
editorial.n || Text
embrace.v || Adopt_selection
follow.v || Relative_time
cable.v || Communication_means
tsarina.n || Leadership
stick.v || Being_attached
outfit.n || Clothing
master bedroom.n || Building_subparts
snort.n || Sounds
unsettled.a || Emotion_directed
find.v || Verdict
compliment.n || Judgment_direct_address
chuckle.v || Communication_noise
pack.n || Containers
pore.v || Reading
mumble.v || Communication_manner
wander.v || Self_motion
burn.v || Experience_bodily_harm
desert.n || Biological_area
perturbed.a || Emotion_directed
expensive.a || Expensiveness
don.v || Dressing
reek.n || Sensation
discrimination.n || Differentiation
tutee.n || Education_teaching
boastful.a || Bragging
abundance.n || Quantity
sundress.n || Clothing
yearn.v || Desiring
splash.v || Fluidic_motion
base.n || Part_orientational
farming.n || Agriculture
export.v || Exporting
cool.a || Desirability
rave.v || Communication_manner
approach.v || Arriving
examination.n || Examination
discouraging.a || Stimulus_focus
comprehensible.a || Grasp
tattoo.n || Body_decoration
engaged.a || Personal_relationship
pigtail.n || Hair_configuration
pigeonhole.v || Categorization
whinge.v || Complaining
cross.a || Emotion_directed
middle.n || Part_inner_outer
conciliate.v || Experiencer_obj
notice.v || Becoming_aware
confuse.v || Experiencer_obj
date.n || Social_event_collective
mince.v || Cutting
tall.a || Body_description_holistic
cape.n || Clothing
drive.v || Self_motion
top.n || Part_orientational
discouraged.a || Emotion_directed
ephemeral.a || Duration_attribute
home.n || Expected_location_of_person
feel.v || Perception_experience
spinster.n || Personal_relationship
test.v || Operational_testing
step.v || Self_motion
inner.a || Part_inner_outer
high.a || Dimension
drop.v || Birth
Boxing Day.n || Commemorative
sauce.n || Food
sibling.n || Kinship
delivery.n || Delivery
valuable.a || Usefulness
flicker.n || Location_of_light
diary.n || Text
jabber.v || Communication_manner
sash.n || Accoutrements
sidle.v || Self_motion
tough.a || Difficulty
intermittent.a || Frequency
substitute.v || Take_place_of
catch.v || Hunting_success_or_failure
triangle.n || Shapes
novelette.n || Text
consistent.a || Compatibility
click.v || Impact
blizzard.n || Weather
make.v || Cooking_creation
amaze.v || Experiencer_obj
fingertip.n || Observable_body_parts
cool.a || Ambient_temperature
slay.v || Killing
stockade.n || Prison
infuriate.v || Experiencer_obj
clothed.a || Wearing
teddy.n || Clothing
strap.n || Clothing_parts
grimoire.n || Text
mummification.n || Preserving
hop.v || Traversing
overlord.n || Leadership
a piece of cake.n || Difficulty
reception.n || Social_event
acquisition_((act)).n || Getting
poster.n || Physical_artworks
tetralogy.n || Text
drone.v || Make_noise
westernmost.a || Part_orientational
scan.v || Reading
valid.a || Being_in_effect
empathize.v || Others_situation_as_stimulus
antecedent.a || Relative_time
perceive.v || Becoming_aware
redefine.v || Communicate_categorization
shatter.v || Breaking_apart
confirm.v || Rite
chain.n || Connectors
hoot.v || Make_noise
ignite.v || Setting_fire
cajole.v || Attempt_suasion
circle.n || Aggregate
heavy.a || Measurable_attributes
house.n || Buildings
flake.n || Part_piece
shiver.v || Body_movement
robe.n || Clothing
experienced.a || Expertise
hobble.v || Self_motion
admonition.n || Judgment_direct_address
lead.n || Performers_and_roles
tutor.n || Education_teaching
entitle.v || Permitting
pacifying.a || Stimulus_focus
chance.n || Probability
take.v || Removing
profligate.a || Frugality
kneel down.v || Change_posture
bat.v || Body_movement
paw.v || Manipulation
smock.n || Clothing
bare-chested.a || Wearing
reassure.v || Experiencer_obj
doubt.n || Certainty
gratification.n || Emotion_directed
shout.v || Communication_manner
overhear.v || Perception_experience
assist.v || Assistance
purported.a || Unattributed_information
terrific.a || Usefulness
compulsory.a || Being_obligatory
conviction.n || Verdict
clone.n || Duplication
joblessness.n || Unemployment_rate
low-cost.a || Expensiveness
reproachful.a || Judgment
shoal.n || Natural_features
at.prep || Locative_relation
telex.v || Contacting
leave.v || Forming_relationships
chatter.n || Sounds
bang.v || Cause_impact
meaning.n || Linguistic_meaning
in-law.n || Kinship
resentful.a || Emotion_directed
wail.n || Sounds
nudity.n || Wearing
dress.v || Dressing
drama.n || Text
heart.n || Part_orientational
arthritis.n || Medical_conditions
scene.n || Locale_by_event
smell.v || Perception_experience
super.a || Desirability
adduce.v || Adducing
watershed.n || Natural_features
drag.v || Ingest_substance
loft.n || Building_subparts
plethora.n || Quantity
Christian name.n || Being_named
occasional.a || Frequency
seat.n || Clothing_parts
stalemate.n || Hostile_encounter
golden.a || Hair_configuration
ringer.n || Similarity
scald.v || Apply_heat
brag.v || Bragging
scurry.v || Self_motion
bad.a || Expertise
flee.v || Fleeing
squash.v || Reshaping
instance.n || Instance
corridor.n || Building_subparts
litre.n || Measure_volume
excoriation.n || Judgment_communication
spread.v || Dispersal
trunk.n || Observable_body_parts
unjust.a || Fairness_evaluation
deplorable.a || Praiseworthiness
flash.v || Light_movement
count.v || Reliance
foreigner.n || People_by_origin
fourth.a || Ordinal_numbers
fault.n || Judgment
river.n || Natural_features
tear-jerking.a || Stimulus_focus
overcrowded.a || Abounding_with
pelt.v || Cause_harm
retirement.n || Quitting
capital.n || Relational_political_locales
biretta.n || Accoutrements
marvellous.a || Desirability
irritate.v || Experiencer_obj
drizzle.n || Precipitation
difficult.a || Difficulty
peek.n || Perception_active
clash.n || Sounds
landing.n || Architectural_part
distressed.a || Emotion_directed
troop.v || Self_motion
veil.n || Accoutrements
brook.n || Natural_features
grow.v || Becoming
meld.v || Amalgamation
agitation.n || Emotion_directed
write up.v || Text_creation
nicotine.n || Intoxicants
viceroy.n || Leadership
move.v || Motion
adjustment.n || Adjusting
pout.v || Statement
skin.v || Emptying
box.n || Measure_volume
belly.n || Observable_body_parts
scathing.a || Judgment_communication
breadth.n || Dimension
inquire.v || Questioning
void.v || Emitting
invent.v || Achieving_first
risk.n || Risky_situation
longing.n || Desiring
mayonnaise.n || Food
intimidating.a || Stimulus_focus
culturally.adv || Domain
sopping.a || Being_wet
grow.v || Growing_food
torment.v || Experiencer_obj
maven.n || Expertise
exit.v || Departing
hijacking.n || Offenses
nauseous.a || Biological_urge
decayed.a || Being_rotted
hurl.v || Cause_motion
quit.v || Quitting_a_place
emerge.v || Departing
titter.v || Communication_noise
sleep_event.n || Sleep
defecate.v || Excreting
basement.n || Building_subparts
dwell.v || Cogitation
march.n || Self_motion
tuck.v || Placing
pout.v || Making_faces
recognize.v || Becoming_aware
approve.v || Grant_permission
incompatibility.n || Compatibility
offensive.a || Stimulus_focus
discreet.a || Candidness
conjecture.n || Statement
figure.v || Opinion
intension.n || Linguistic_meaning
draw.v || Create_physical_artwork
mash.v || Reshaping
manacle.v || Attaching
sift.v || Scouring
itch.v || Perception_body
order.v || Sentencing
remain.v || Remainder
trip.n || Intoxication
absent-minded.a || Mental_property
undulate.v || Motion
governor.n || Leadership
gab.v || Chatting
dolled up.a || Wearing
step.n || Self_motion
forty_winks.n || Sleep
stepson.n || Kinship
cup.n || Containers
mollify.v || Experiencer_obj
aggrandizement.n || Cause_expansion
sip.v || Ingestion
welded.a || Being_attached
history.n || Individual_history
cheek.n || Observable_body_parts
behave.v || Conduct
loathe.v || Experiencer_focus
stud.v || Adorning
mansion.n || Buildings
sure.a || Certainty
bring_about.v || Causation
slayer.n || Killing
atone.v || Atonement
disarm.v || Emptying
jubilant.a || Emotion_directed
sizzle.v || Absorb_heat
manager.n || People_by_vocation
amalgamate.v || Amalgamation
undulate.v || Path_shape
total.n || Amounting_to
muff.n || Clothing
discuss.v || Discussion
sin.v || Misdeed
button.v || Closure
court.n || Locale_by_use
eternal.a || Duration_attribute
rebellion.n || Change_of_leadership
melee.n || Fighting_activity
infuriated.a || Emotion_directed
concur.v || Be_in_agreement_on_assessment
define.v || Communicate_categorization
nettle.v || Experiencer_obj
clothes.n || Clothing
chin.n || Observable_body_parts
contraband.n || Smuggling
transform.v || Cause_change
crunch.v || Make_noise
slice.v || Cause_harm
player.n || Participation
fizz.v || Motion_noise
unsuccessful.a || Success_or_failure
foot.n || Observable_body_parts
machine-gun.n || Weapon
late.a || Temporal_subregion
mug.v || Robbery
tear.v || Experience_bodily_harm
desist.v || Avoiding
renew.v || Activity_resume
presage.n || Omen
carelessness.n || Mental_property
join.v || Becoming_a_member
rebuke.n || Judgment_direct_address
rump.n || Observable_body_parts
aging.a || Aging
translate.v || Translating
leak.v || Reveal_secret
smear.v || Filling
cluck.v || Communication_noise
clink.v || Impact
disdainful.a || Judgment
clack.v || Make_noise
chasuble.n || Clothing
range.n || Range
gorget.n || Accoutrements
poignant.a || Stimulus_focus
colony.n || Aggregate
affront.n || Cause_emotion
maltreat.v || Abusing
homeland.n || Foreign_or_domestic_country
damage.v || Damaging
transfer.n || Transfer
flabbergast.v || Experiencer_obj
honest.a || Candidness
categorization.n || Categorization
partner.n || Personal_relationship
annoyance.n || Emotion_directed
muzzle.n || Observable_body_parts
modicum.n || Quantity
generate.v || Cause_to_start
thump.v || Impact
tinkle.v || Impact
paint.v || Create_representation
shackle.v || Attaching
sport.v || Wearing
incurable.a || Cure
crowd.v || Filling
maim.v || Cause_harm
villa.n || Buildings
haversack.n || Containers
drop.v || Body_movement
tool.n || Gizmo
duck.v || Body_movement
disagreeable.a || Stimulus_focus
uniform.n || Clothing
on.prep || Locative_relation
drizzle.v || Filling
tell.v || Telling
rill.n || Natural_features
epistle.n || Text
admire.v || Judgment
claw.n || Observable_body_parts
adorn.v || Adorning
good.a || Social_interaction_evaluation
trundle.v || Bringing
plant.v || Placing
pulverized.a || Ground_up
participant.n || Participation
segment.n || Part_whole
expert.n || Expertise
father.n || Kinship
spindly.a || Body_description_holistic
rustle.v || Motion_noise
weaponless.a || Bearing_arms
conquer.v || Conquering
gut.v || Emptying
coalesce.v || Coming_to_be
sense.n || Sensation
cohere.v || Compatibility
gaggle.n || Aggregate
chilling.a || Stimulus_focus
liquefy.v || Change_of_phase
push.v || Manipulation
outset.n || Temporal_subregion
buttery.n || Building_subparts
induce.v || Causation
reject.v || Respond_to_proposal
bachelor.n || Personal_relationship
jail.v || Imprisonment
renege.v || Going_back_on_a_commitment
soup.n || Food
inspection.n || Inspecting
clothing.n || Clothing
youth.n || People_by_age
telegraph.v || Communication_means
sting.v || Experiencer_obj
easternmost.a || Part_orientational
crouch.v || Change_posture
shoplift.v || Theft
had better.v || Required_event
gown.n || Clothing
reportedly.adv || Unattributed_information
creditable.a || Praiseworthiness
hatless.a || Wearing
bite.n || Measure_by_action
forelimb.n || Observable_body_parts
suspect.a || Suspiciousness
distress.n || Emotion_directed
clack.v || Motion_noise
lift.v || Theft
floe.n || Natural_features
discourage.v || Experiencer_obj
married.a || Personal_relationship
compliment.v || Judgment_direct_address
widower.n || Personal_relationship
judder.v || Moving_in_place
duel.v || Hostile_encounter
plummet.v || Change_position_on_a_scale
overthrow.n || Change_of_leadership
chance.a || Coincidence
sprinkled.a || Abounding_with
range.n || Natural_features
tweak.n || Adjusting
sight.n || Sensation
salmon.n || Food
toxic.a || Toxic_substance
teaspoon.n || Measure_volume
arduous.a || Difficulty
snigger.n || Sounds
lambent.a || Location_of_light
handgun.n || Weapon
inject.v || Ingest_substance
blend.v || Cause_to_amalgamate
curious.a || Mental_stimulus_exp_focus
produce.v || Behind_the_scenes
command.v || Leadership
perpetrate.v || Committing_crime
mouldy.a || Being_rotted
neigh.n || Sounds
better.v || Required_event
sniff.n || Perception_active
reticent.a || Volubility
lump.n || Part_piece
right.n || Part_orientational
calendar year.n || Calendric_unit
admonish.v || Judgment_direct_address
action.n || Intentionally_act
arise.v || Coming_to_be
jeer.n || Judgment_direct_address
empathy.n || Experiencer_focus
shame.v || Experiencer_obj
bag.n || Measure_volume
victorious.a || Finish_competition
mount.v || Traversing
zip.n || Clothing_parts
boil.v || Apply_heat
hum.v || Make_noise
people.n || People
clot.v || Change_of_consistency
spear.v || Cause_harm
rip_up.v || Cause_to_fragment
toboggan.v || Operate_vehicle
conceal.v || Eclipse
reside.v || Residence
try.v || Attempt_means
disable.v || Render_nonfunctional
bonnet.n || Accoutrements
woebegone.a || Emotion_directed
kid.n || People_by_age
gladden.v || Experiencer_obj
shoelace.n || Clothing_parts
history.n || Out_of_existence
gaze.n || Perception_active
make-up.n || Body_decoration
desolate.a || Emotion_directed
tobacco.n || Intoxicants
glint.n || Location_of_light
skirt.n || Clothing_parts
empty.v || Removing
direct.v || Behind_the_scenes
program.n || Project
shoot.v || Ingest_substance
dither.v || Waver_between_options
overhaul.v || Reforming_a_system
necessity.n || Being_necessary
drop in.v || Drop_in_on
deliberate.v || Cogitation
totter.v || Self_motion
emigration.n || Quitting_a_place
fart.v || Excreting
school.n || Aggregate
mag.n || Text
grill.v || Apply_heat
father.v || Birth
follow.v || Compliance
feel.v || Seeking
persuade.v || Suasion
discharge.v || Use_firearm
coat.n || Clothing
critique.n || Judgment_communication
infrastructure.n || Infrastructure
dent.v || Damaging
smuggle.v || Smuggling
long.a || Measurable_attributes
whine.v || Make_noise
encounter.v || Encounter
confiscate.v || Removing
bolt.v || Fleeing
choice.n || Choosing
in.prep || Locative_relation
predicament.n || Predicament
child.n || Kinship
scowl.v || Making_faces
prefigure.v || Omen
under_arrest.prep || Detaining
moan.v || Communication_noise
rattle.v || Cause_impact
treatment.n || Cure
commit.v || Committing_crime
astonishment.n || Emotion_directed
palliate.v || Cure
croak.v || Make_noise
lean.a || Body_description_holistic
veil.v || Eclipse
importation.n || Import_export
obese.a || Body_description_holistic
propel.v || Cause_motion
quieten.v || Become_silent
rattle.v || Impact
horsewhip.v || Cause_harm
centre.n || Part_inner_outer
link.v || Relating_concepts
astuteness.n || Mental_property
calamity.n || Catastrophe
shirk.v || Avoiding
lawyer.n || People_by_vocation
vilification.n || Judgment
grandfather.n || Kinship
precise.a || Accuracy
hang.v || Body_movement
taciturn.a || Volubility
lose.v || Finish_competition
conclusion.n || Coming_to_believe
fragrant.a || Chemical-sense_description
presage.v || Omen
disconcert.v || Experiencer_obj
graben.n || Natural_features
pissed.a || Intoxication
sister.n || Kinship
lash.v || Cause_harm
duel.n || Hostile_encounter
squat.v || Residence
vamoose.v || Quitting_a_place
artifact.n || Artifact
strike.v || Eventive_affecting
snitch.v || Theft
entire.a || Ranked_expectation
punch.v || Cause_harm
stress.v || Convey_importance
linked.a || Cognitive_connection
apprehension.n || Arrest
stockpile.v || Amassing
storeroom.n || Building_subparts
make.v || Arriving
wag.v || Body_movement
rot.v || Rotting
assemble.v || Building
beheading.n || Killing
officer.n || People_by_vocation
instrumental.a || Importance
exhalation_act.n || Breathing
detect.v || Becoming_aware
cite.v || Adducing
knoll.n || Natural_features
same.a || Identicality
evade.v || Avoiding
asleep.a || Sleep
contravention.n || Compliance
agreement.n || Be_in_agreement_on_action
consideration.n || Cogitation
order.v || Bail_decision
play.v || Competition
forget.v || Remembering_experience
encounter.v || Becoming_aware
grill.v || Questioning
whisper.v || Make_noise
perplexing.a || Stimulus_focus
snooze.n || Sleep
copy.v || Duplication
cottons.n || Clothing
befuddled.a || Emotion_directed
way.n || Self_motion
resume.v || Process_resume
stand.v || Placing
ascend.v || Intentional_traversing
indecent assault.n || Offenses
masticate.v || Grinding
certain.a || Likelihood
confession.n || Reveal_secret
corrie.n || Natural_features
trilogy.n || Text
skinny.a || Body_description_holistic
bustle.v || Self_motion
exportation.n || Exporting
aggravating.a || Stimulus_focus
correct.a || Suitability
varied.a || Diversity
titter.v || Make_noise
filial.a || Kinship
workroom.n || Building_subparts
take place.v || Event
mother-in-law.n || Kinship
pile.n || Quantity
leg.n || Clothing_parts
go.v || Motion
hundreds.n || Quantity
toe.n || Observable_body_parts
research.n || Research
vegetable.n || Food
scowl.n || Facial_expression
auntie.n || Kinship
alleviation.n || Cure
ready.a || Activity_ready_state
snake.v || Motion
disappear.v || Ceasing_to_be
breach.n || Compliance
contribute.v || Giving
traverse.v || Traversing
foreleg.n || Observable_body_parts
rancid.a || Being_rotted
shackle.v || Immobilization
maw.n || Observable_body_parts
hit.v || Hit_or_miss
altercation.n || Quarreling
collaborator.n || Collaboration
lanky.a || Body_description_holistic
oil.n || Food
child.n || People_by_age
investigate.v || Scrutiny
croissant.n || Food
stew.v || Apply_heat
iceberg.n || Natural_features
delight.n || Stimulus_focus
melted.a || Altered_phase
zigzag.v || Motion
chirp.v || Communication_noise
fabulous.a || Desirability
yammer.n || Sounds
disturb.v || Experiencer_obj
revolution.n || Change_of_leadership
sharp.a || Sharpness
marshland.n || Biological_area
inside.n || Part_inner_outer
brawl.v || Hostile_encounter
undertake.v || Commitment
recrimination.n || Judgment_communication
chain.v || Attaching
twilight.n || Calendric_unit
Passover Eve.n || Commemorative
garrotte.n || Weapon
seize.v || Taking
pantyhose.n || Clothing
dodge.v || Dodging
sensitive.a || Health_response
series.n || Sequence
despise.v || Experiencer_focus
parent.n || Kinship
hand.n || Observable_body_parts
christian.n || People_by_religion
mock.a || Practice
lobby.n || Building_subparts
cereal.n || Food
glow.v || Location_of_light
dreadful.a || Stimulus_focus
rent.v || Renting
chip.n || Part_piece
marriage.n || Forming_relationships
smuggling.n || Smuggling
sop.v || Cause_to_be_wet
chug.v || Motion_noise
repent.v || Contrition
slap.v || Cause_impact
crawl.v || Abounding_with
foreshadow.v || Omen
extol.v || Judgment_communication
scuffle.v || Hostile_encounter
reduplicate.v || Duplication
husband.n || Personal_relationship
ballistic missile.n || Weapon
shit.v || Excreting
guillotine.v || Execution
backpack.n || Containers
soap.v || Grooming
pan.v || Seeking
void.v || Emptying
competition.n || Competition
regicide.n || Killing
deploy.v || Arranging
banana.n || Food
vestment.n || Clothing
clash.v || Compatibility
double.v || Change_position_on_a_scale
flash.v || Location_of_light
harass.v || Manipulate_into_doing
insensitive.a || Social_interaction_evaluation
boudoir.n || Building_subparts
discontinuation.n || Process_stop
sprawl.v || Posture
occupant.n || Residence
nervous.a || Emotion_directed
mug.n || Containers
undertaking.n || Commitment
hashish.n || Intoxicants
family name.n || Being_named
mile.n || Measure_linear_extent
working.a || Being_operational
wide.a || Dimension
rule.v || Ruling_legally
parade.v || Mass_motion
retreat.n || Quitting_a_place
accessible.a || Having_or_lacking_access
set.n || Aggregate
escapee.n || Quitting_a_place
simmer.v || Apply_heat
preliminary.n || Preliminaries
styled.a || Hair_configuration
too.adv || Sufficiency
revolt.v || Change_of_leadership
millions.n || Quantity
dinner.n || Social_event
reactor.n || Locale_by_use
empty.a || Fullness
trouble.v || Experiencer_obj
penitent.a || Contrition
traverse.v || Path_shape
pump.v || Cause_fluidic_motion
lead.v || Cotheme
bowl.n || Measure_volume
book.v || Arrest
ward.n || Building_subparts
castigation.n || Judgment_direct_address
assembly.n || Building
coruscate.v || Location_of_light
hat-pin.n || Accoutrements
drift.v || Motion
wave.v || Gesture
mature.v || Progress
laboratory.n || Locale_by_use
overnight.v || Temporary_stay
seated.a || Posture
employ.n || Being_employed
warble.v || Communication_noise
border.n || Boundary
remorseless.a || Contrition
penthouse.n || Buildings
travel.v || Travel
descend.v || Path_shape
moan.v || Make_noise
pupil.n || Education_teaching
esteem.n || Judgment
jollification.n || Social_event
translate.v || Have_as_translation_equivalent
master.a || Expertise
discernment.n || Mental_property
mystifying.a || Stimulus_focus
purr.v || Motion_noise
freak out.v || Losing_it
hide.v || Hiding_objects
brush.v || Filling
romp.v || Self_motion
misbehavior.n || Conduct
set up.v || Intentionally_create
bow-tie.n || Clothing
denote.v || Linguistic_meaning
elbow.n || Observable_body_parts
utensil.n || Gizmo
cube.v || Cutting
loop.v || Manipulate_into_shape
soak.v || Cause_to_be_wet
mastery.n || Expertise
clutch.n || Aggregate
alike.a || Similarity
peel.v || Emptying
pudgy.a || Body_description_holistic
cheer.v || Experiencer_obj
quiet_down.v || Become_silent
journey.v || Travel
ammunition.n || Ammunition
wriggle.v || Body_movement
chit-chat.n || Chatting
tweet.n || Sounds
superlative.a || Expertise
silence.v || Killing
fumble.v || Manipulation
discover.v || Becoming_aware
provide.v || Supply
lie down.v || Change_posture
broad.a || Dimension
hairnet.n || Accoutrements
require.v || Needing
veal.n || Food
replicate.v || Duplication
sleep.v || Capacity
dangerous.a || Risky_situation
dye.v || Processing_materials
batter.v || Abusing
arrest.v || Arrest
divorce.v || Forming_relationships
jodhpurs.n || Clothing
pressure.v || Attempt_suasion
cordial.a || Social_interaction_evaluation
abiding.a || Duration_attribute
sole.n || Observable_body_parts
tepee.n || Buildings
glove.n || Clothing
rustle.n || Sounds
motel.n || Buildings
spawn.v || Birth
blare.n || Sounds
somnolence.n || Biological_urge
contend.v || Statement
increase.n || Change_position_on_a_scale
locate.v || Becoming_aware
lake.n || Natural_features
happy.a || Emotion_directed
court.n || Judicial_body
wave.n || Quantity
appendage.n || Observable_body_parts
big.a || Trendiness
bar mitzvah.n || Rite
disappointing.a || Stimulus_focus
interception.n || Intercepting
conference.n || Discussion
boorish.a || Social_interaction_evaluation
outstanding.a || Desirability
interested.a || Desiring
rest.n || Rest
cop.v || Arrest
sari.n || Clothing
armed.a || Bearing_arms
raft.n || Quantity
malodorous.a || Chemical-sense_description
thwart.v || Thwarting
carryall.n || Containers
putrid.a || Being_rotted
significant.a || Importance
cross-eyed.a || Body_description_part
telephone.v || Contacting
disappearance.n || Departing
recollection.n || Memory
spell.v || Spelling_and_pronouncing
image.n || Impression
form.v || Coming_to_be
appoint.v || Appointing
rejuvenate.v || Rejuvenation
terminate.v || Activity_stop
stamp.v || Body_movement
marriage.n || Personal_relationship
recount.v || Statement
creak.v || Make_noise
concession.n || Statement
barony.n || Political_locales
unrivalled.a || Beyond_compare
bad apple.n || People_by_morality
foil.v || Thwarting
custody.n || Detaining
sprinkle.v || Dispersal
thriller.n || Text
affordable.a || Expensiveness
knead.v || Manipulation
forthcoming.a || Candidness
clod.n || Part_piece
overjoyed.a || Emotion_directed
stuff.v || Filling
thirst.v || Desiring
covet.v || Desiring
declaration.n || Statement
pine.v || Desiring
shower.v || Mass_motion
covered.a || Abounding_with
abominate.v || Experiencer_focus
shrink.v || Cause_expansion
ambush.v || Attack
mortification.n || Emotion_directed
peep.v || Perception_active
sound.v || Appearance
engagement.n || Forming_relationships
starvation.n || Death
embarrassment.n || Emotion_directed
strong.a || Exertive_force
disoriented.a || Emotion_directed
sheen.n || Location_of_light
tome.n || Text
thin.v || Cause_change_of_consistency
butcher.v || Killing
parka.n || Clothing
assemblage.n || Aggregate
stroll.v || Self_motion
purloin.v || Theft
free-for-all.n || Fighting_activity
palace.n || Buildings
allow.v || Grant_permission
nibble.v || Ingestion
ethical.a || Morality_evaluation
clatter.v || Cause_impact
gallon.n || Measure_volume
eyelid.n || Observable_body_parts
lug.v || Bringing
bishop.n || Leadership
elimination.n || Removing
ring.v || Contacting
hungry.a || Desiring
garter.n || Clothing
foot.n || Measure_linear_extent
mockery.n || Judgment
sharpen.v || Cause_to_be_sharp
wave.n || Hair_configuration
chicken.n || Food
moisten.v || Cause_to_be_wet
devour.v || Ingestion
rotted.a || Being_rotted
grief-stricken.a || Emotion_directed
abstinence.n || Forgoing
protect.v || Protecting
tiring.a || Stimulus_focus
ready.v || Activity_prepare
pour.v || Mass_motion
houseboat.n || Buildings
raise.v || Growing_food
parley.v || Discussion
desirous.a || Desiring
sniff.v || Ingest_substance
dominate.v || Dominate_situation
practice.n || Businesses
dab.v || Filling
genial.a || Social_interaction_evaluation
fasten.v || Closure
slink.v || Self_motion
perusal.n || Scrutiny
exude.v || Emitting
incisor.n || Observable_body_parts
total.v || Amounting_to
giggle.n || Sounds
grind.v || Body_movement
stupendous.a || Desirability
start.v || Activity_start
rest.v || Placing
squeal.n || Sounds
woman.n || People
participation.n || Participation
clang.v || Make_noise
secret.a || Secrecy_status
suffuse.v || Filling
bump.v || Impact
embarrassing.a || Stimulus_focus
savanna.n || Biological_area
sort.v || Differentiation
blister.n || Body_mark
terrible.a || Expertise
curly.a || Hair_configuration
unbuckle.v || Closure
captivate.v || Experiencer_obj
castle.n || Buildings
wake.v || Cause_to_wake
humid.a || Being_wet
heap.n || Aggregate
boom.n || Sounds
conduct.v || Cotheme
contemptuous.a || Judgment
kneel.v || Body_movement
bomb.n || Weapon
